epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,10485.6,1.63605,1.33494,2.18412,0.85746,0.89247,0.93712,0.77967,1.27747,1.05156,1.99921,0.000184055,0.000184055,0.000184055
178,10547.7,1.60537,1.30694,2.18364,0.87582,0.88957,0.94112,0.77987,1.27455,1.03194,1.99667,0.000176982,0.000176982,0.000176982
179,10607.3,1.62957,1.31004,2.19171,0.87046,0.89219,0.93879,0.78026,1.26231,1.04397,1.98939,0.000169908,0.000169908,0.000169908
180,10666,1.61173,1.27372,2.18841,0.86973,0.87181,0.93666,0.77891,1.25612,1.04283,1.98243,0.000162835,0.000162835,0.000162835
181,10724.3,1.62241,1.32156,2.19397,0.86397,0.8867,0.93522,0.77879,1.25329,1.04758,1.97841,0.000155761,0.000155761,0.000155761
182,10781.6,1.58973,1.31615,2.18696,0.87867,0.86967,0.9393,0.78167,1.25635,1.03414,1.97394,0.000148687,0.000148687,0.000148687
183,10840.7,1.59316,1.29339,2.16529,0.8556,0.88264,0.94063,0.78282,1.2579,1.01699,1.97651,0.000141614,0.000141614,0.000141614
184,10896.7,1.58187,1.2847,2.16233,0.88304,0.85836,0.9385,0.781,1.25667,1.05868,1.97871,0.00013454,0.00013454,0.00013454
185,10953.3,1.59908,1.3177,2.18369,0.86209,0.87614,0.93743,0.78107,1.26237,1.05635,1.98329,0.000127467,0.000127467,0.000127467
186,11010.1,1.58089,1.29512,2.16832,0.88545,0.86407,0.93922,0.78077,1.26657,1.05085,1.98397,0.000120393,0.000120393,0.000120393
187,11067.1,1.60527,1.2891,2.19295,0.85767,0.88578,0.93917,0.77926,1.27275,1.02315,1.98646,0.00011332,0.00011332,0.00011332
188,11127.7,1.57302,1.2748,2.16738,0.86792,0.85663,0.93477,0.77455,1.2746,1.03469,1.98728,0.000106246,0.000106246,0.000106246
189,11185,1.54279,1.23432,2.15252,0.8992,0.84388,0.93653,0.77417,1.27955,1.03216,1.98974,9.91726e-05,9.91726e-05,9.91726e-05
190,11244.6,1.57738,1.26295,2.17982,0.87436,0.86354,0.93558,0.773,1.28359,1.0365,1.99381,9.20991e-05,9.20991e-05,9.20991e-05
191,11306.7,1.08901,0.60156,1.83114,0.88264,0.86664,0.93944,0.77344,1.29181,1.02713,2.00441,8.50255e-05,8.50255e-05,8.50255e-05
192,11365.7,1.06124,0.58734,1.79625,0.86986,0.87479,0.93754,0.77185,1.29114,1.075,2.00702,7.7952e-05,7.7952e-05,7.7952e-05
193,11425.9,1.05947,0.59125,1.81437,0.87838,0.88051,0.93786,0.77328,1.2896,1.07538,2.00569,7.08784e-05,7.08784e-05,7.08784e-05
194,11485.4,1.05235,0.5879,1.79628,0.87962,0.88093,0.93658,0.77285,1.28854,1.09229,2.00355,6.38049e-05,6.38049e-05,6.38049e-05
195,11546.3,1.04702,0.58575,1.80764,0.8796,0.87633,0.93553,0.77446,1.28291,1.1061,2.00217,5.67313e-05,5.67313e-05,5.67313e-05
196,11606.2,1.05026,0.56251,1.80977,0.89108,0.86355,0.93624,0.77339,1.28152,1.09725,2.00118,4.96578e-05,4.96578e-05,4.96578e-05
197,11666,1.03656,0.55824,1.78409,0.88112,0.87195,0.93437,0.77234,1.27969,1.11083,2.00073,4.25842e-05,4.25842e-05,4.25842e-05
198,11723.9,1.02009,0.5696,1.79822,0.87405,0.8759,0.93665,0.77505,1.28073,1.09956,2.00224,3.55107e-05,3.55107e-05,3.55107e-05
199,11782.5,1.02671,0.56625,1.7986,0.87599,0.86224,0.93501,0.77362,1.28023,1.11561,2.00234,2.84371e-05,2.84371e-05,2.84371e-05
200,11842.5,1.03441,0.56652,1.80794,0.88056,0.86965,0.93611,0.77449,1.28159,1.11825,2.00295,2.13636e-05,2.13636e-05,2.13636e-05
